County,Population,Population-growth,Population-density,Income-per-capita,White-not-hispanic-population-percentage,Percent-of-people-25-years-and-over-with-bachelors-degree-or-higher,class
"Guilford, north-carolina",512119,4.9,756.4,26461,52.9,33.2,Clinton
"Halifax, north-carolina",52970,-3.1,75.5,17937,39.2,11.8,Clinton
"Harnett, north-carolina",126666,10.5,192.7,20310,62.9,18.5,Trump
"Haywood, north-carolina",59471,0.7,106.6,24536,93.3,23.1,Trump
"Henderson, north-carolina",111149,4.1,286.1,25670,84.1,27.7,Trump
"Hertford, north-carolina",24308,-1.4,69.9,17863,34.2,15.4,Clinton
"Hoke, north-carolina",51611,9.9,120.2,18761,41.4,17.2,Clinton
"Hyde, north-carolina",5676,-2.3,9.5,18408,60.5,10.7,Trump
"Iredell, north-carolina",166675,4.5,277.8,26467,77,23.9,Trump
"Jackson, north-carolina",40981,1.8,82.1,21014,81.6,27.9,Trump
"Johnston, north-carolina",181423,7.4,213.4,22410,69.2,20.4,Trump
"Jones, north-carolina",10076,-0.8,21.6,20105,62,11.1,Trump
"Lee, north-carolina",59662,3.1,227,21449,58.1,20.2,Trump
"Lenoir, north-carolina",58485,-1.7,148.5,19760,50.6,14,Trump
"Lincoln, north-carolina",79829,2,262.7,25550,85.3,19.4,Trump
"Macon, north-carolina",33875,-0.1,65.8,23213,89.6,20.5,Trump
"Madison, north-carolina",21157,1.8,46.2,19902,94,18.6,Trump
"Martin, north-carolina",23454,-4.3,53.1,18783,52.1,11.9,Trump
"McDowell, north-carolina",44965,-0.1,102.1,18932,88.4,13.9,Trump
"Mecklenburg, north-carolina",1012539,10.1,1755.5,32482,49.3,40.7,Clinton
"Mitchell, north-carolina",15311,-1.7,70.4,21404,93.2,16.9,Trump
"Montgomery, north-carolina",27395,-1.4,56.5,18865,63.8,15.1,Trump
"Moore, north-carolina",93077,5.5,126.5,28913,77.3,31.3,Trump
"Nash, north-carolina",94357,-1.5,177.3,22880,52.1,19.2,Trump
"New Hanover, north-carolina",216298,6.7,1058.1,29679,76.8,36.6,Trump
"Northampton, north-carolina",20463,-7.4,41.2,17919,38.4,9.4,Clinton
"Onslow, north-carolina",187589,5.5,233.1,21084,67.3,18,Trump
"Orange, north-carolina",140420,5,336.2,34465,70,55.8,Clinton
"Pamlico, north-carolina",12948,-1.5,39.1,23724,74,18.7,Trump
"Pasquotank, north-carolina",39787,-2.1,179.2,22745,54.8,20.1,Clinton
"Pender, north-carolina",56250,7.8,60,23526,74.1,21.7,Trump
"Perquimans, north-carolina",13466,0.1,54.4,23809,71.4,18.4,Trump
"Person, north-carolina",39132,-0.8,100.6,21292,66.5,14.7,Trump
"Pitt, north-carolina",175354,4.3,257.9,23029,56.6,28.1,Clinton
"Polk, north-carolina",20357,-0.7,86.3,24611,88.2,26.9,Trump
"Randolph, north-carolina",142778,0.7,181.1,20523,80.4,13.8,Trump
"Richmond, north-carolina",45733,-1.9,98.4,17236,58,12.4,Trump
"Robeson, north-carolina",134760,0.4,141.3,15343,26.8,12.5,Trump
"Rockingham, north-carolina",91696,-2.1,165.6,21102,73,12.9,Trump
"Rowan, north-carolina",138630,0.1,270.7,20912,73.3,17,Trump
"Rutherford, north-carolina",66600,-1.8,120.2,19551,83.9,17,Trump
"Sampson, north-carolina",64050,1,67.1,19479,52.5,12.6,Trump
"Scotland, north-carolina",35576,-1.6,113.4,15679,44.8,14.3,Clinton
"Stanly, north-carolina",60600,0,153.3,20504,81.7,16,Trump
"Stokes, north-carolina",46419,-2.1,105.6,21311,91.5,13.4,Trump
"Surry, north-carolina",72968,-1,138.4,20219,84.6,15,Trump
"Swain, north-carolina",14274,2.1,26.5,19626,63.9,16.3,Trump
"Transylvania, north-carolina",33045,-0.1,87.4,23757,90.5,27.6,Trump
"Tyrrell, north-carolina",4115,-6.6,11.3,16658,53.3,8.4,Trump
"Union, north-carolina",218568,8.6,318.7,28894,73.8,31.8,Trump
"Vance, north-carolina",44614,-1.8,179.2,17905,41.4,11.4,Clinton
"Wake, north-carolina",998691,10.8,1078.8,33166,61.3,48,Clinton
"Warren, north-carolina",20231,-3.5,48.9,19052,38.2,13.5,Clinton
"Washington, north-carolina",12570,-4.9,38,18779,45.4,11.7,Clinton
"Watauga, north-carolina",52560,2.9,163.4,21854,92.2,37.9,Clinton
"Wayne, north-carolina",124456,1.5,221.7,21557,54.7,16.4,Trump
"Wilkes, north-carolina",68838,-0.7,91.9,19029,88.5,12.5,Trump
"Wilson, north-carolina",81401,0.2,220.6,20972,48.8,17.9,Clinton
"Yadkin, north-carolina",37792,-1.6,114.7,22726,85.1,13.1,Trump
"Yancey, north-carolina",17614,-1.1,57,20257,92.9,17.9,Trump
"Adams, north-dakota",2384,1.7,2.4,31502,95.5,23.2,Trump
"Barnes, north-dakota",11144,0.7,7.4,31721,93.7,26.2,Trump
"Benson, north-dakota",6833,2.6,4.8,18162,42.6,11.6,Trump
"Billings, north-dakota",901,15.1,0.7,37972,96.6,21.6,Trump
"Bottineau, north-dakota",6650,3.4,3.9,31969,92.9,20.9,Trump
"Bowman, north-dakota",3247,3,2.7,32045,93.3,20.7,Trump
"Burke, north-dakota",2245,14.1,1.8,32908,93.9,17.4,Trump
"Burleigh, north-dakota",90503,11.3,49.8,32876,91.4,33.2,Trump
"Cass, north-dakota",167005,11.5,84.9,30529,89.3,37.2,Trump
"Cavalier, north-dakota",3855,-3.5,2.7,32028,96.4,16.4,Trump
"Dickey, north-dakota",5150,-2.6,4.7,24644,93.9,23.6,Trump
"Divide, north-dakota",2432,17.4,1.6,36303,94,21.8,Trump
"Dunn, north-dakota",4399,24.4,1.8,33788,84.7,17.9,Trump
"Eddy, north-dakota",2377,-0.3,3.8,27323,91.7,20.1,Trump
"Emmons, north-dakota",3422,-3.6,2.4,27690,97.1,14.4,Trump
"Foster, north-dakota",3362,0.6,5.3,33063,96.6,19.6,Trump
"Golden Valley, north-dakota",1825,8.6,1.7,26113,95,18.3,Trump
"Grand Forks, north-dakota",70138,4.9,46.5,27026,86.7,32.6,Trump
"Grant, north-dakota",2361,-1.4,1.4,28129,95.5,16.4,Trump
"Griggs, north-dakota",2319,-4.2,3.4,27197,98,14.8,Trump
"Hettinger, north-dakota",2660,7.4,2.2,27910,92.7,17.3,Trump
"Kidder, north-dakota",2424,-0.5,1.8,28904,94,19.4,Trump
"LaMoure, north-dakota",4149,0.2,3.6,31989,97.7,21.5,Trump
"Logan, north-dakota",1944,-2.3,2,27887,97.4,13,Trump
"McHenry, north-dakota",5988,11,2.9,28331,95.1,16.3,Trump
"McIntosh, north-dakota",2801,-0.3,2.9,25427,96,18.6,Trump
"McKenzie, north-dakota",10996,72.9,2.3,33078,77.3,22.3,Trump
"McLean, north-dakota",9578,6.9,4.2,30992,89.6,17.5,Trump
"Mercer, north-dakota",8746,3.8,8.1,31767,94.1,20.5,Trump
"Morton, north-dakota",29822,8.6,14.3,29389,91.4,24.1,Trump
"Mountrail, north-dakota",9782,27.5,4.2,33803,64.6,18.3,Trump
"Nelson, north-dakota",3045,-2.6,3.2,30432,94.7,21,Trump
"Oliver, north-dakota",1850,0.2,2.6,32253,94.1,16.4,Trump
"Pembina, north-dakota",7128,-3.8,6.6,27817,93.1,19.2,Trump
"Pierce, north-dakota",4404,1.1,4.3,23491,92.8,12.4,Trump
"Ramsey, north-dakota",11564,1,9.6,28081,85.6,21,Trump
"Ransom, north-dakota",5446,-0.2,6.3,26137,95.8,16.5,Trump
"Renville, north-dakota",2587,4.7,2.8,31178,95.4,17.2,Trump
"Richland, north-dakota",16432,0.7,11.4,27713,92.6,20.8,Trump
"Rolette, north-dakota",14616,4.9,15.4,15502,20,19.9,Clinton
"Sargent, north-dakota",3931,2.7,4.5,29950,94.6,17.9,Trump
"Sheridan, north-dakota",1326,0.4,1.4,29219,95.4,16,Trump
"Sioux, north-dakota",4422,6.5,3.8,15478,14.2,17.7,Clinton
"Slope, north-dakota",765,5.2,0.6,30586,95.8,22.5,Trump
"Stark, north-dakota",30372,25.5,18.1,31412,90.9,24.7,Trump
"Steele, north-dakota",1955,-1,2.8,31455,96.9,20.3,Trump
"Stutsman, north-dakota",21129,0.1,9.5,27351,93.7,23.7,Trump
"Towner, north-dakota",2310,2.8,2.2,33357,93.4,21.8,Trump
"Traill, north-dakota",8082,-0.5,9.4,27098,93.6,28.9,Trump
"Walsh, north-dakota",10970,-1.3,8.7,29072,86,18.3,Trump
"Ward, north-dakota",69384,12.5,30.6,28557,85.9,25.9,Trump
"Wells, north-dakota",4192,-0.4,3.3,29301,97.2,19.3,Trump
"Williams, north-dakota",32130,43.5,10.8,38738,87.5,19.9,Trump
"Adair, oklahoma",22186,-2.2,39.6,15116,42.2,12.7,Trump
"Alfalfa, oklahoma",5790,2.6,6.5,22488,85,21.4,Trump
"Atoka, oklahoma",13796,-2.7,14.5,17842,72.1,14.2,Trump
"Beaver, oklahoma",5486,-2.7,3.1,26109,74.2,17.9,Trump
"Beckham, oklahoma",23691,7.1,24.5,23959,76.4,16.4,Trump
"Blaine, oklahoma",9917,-17,12.9,20242,75.3,17,Trump
"Bryan, oklahoma",44486,4.9,46.9,20524,72.9,20.1,Trump
"Caddo, oklahoma",29317,-1,23.2,17858,58.4,13.7,Trump
"Canadian, oklahoma",129582,12.2,128.9,27552,78.3,25.3,Trump
"Carter, oklahoma",48821,2.3,57.8,21476,71.2,17.1,Trump
"Cherokee, oklahoma",48341,2.9,62.7,18582,49.6,24.5,Trump
"Choctaw, oklahoma",15161,-0.3,19.7,17739,62.6,14,Trump
"Cimarron, oklahoma",2294,-7.3,1.3,23514,76.5,18.5,Trump
"Cleveland, oklahoma",269908,5.5,474.7,26920,73.9,31.4,Trump
"Coal, oklahoma",5807,-2,11.5,19752,71,13.3,Trump
"Comanche, oklahoma",125033,0.8,116.1,22363,57.7,19.9,Trump
"Cotton, oklahoma",6150,-0.7,9.8,21452,77.6,14.7,Trump
"Craig, oklahoma",14582,-2.9,19.7,19820,65.1,12.5,Trump
"Creek, oklahoma",70632,1,73.6,22327,77.4,15.3,Trump
"Custer, oklahoma",29500,7.4,27.8,23261,70.7,27.8,Trump
"Delaware, oklahoma",41446,-0.1,56.2,21109,65.1,16.1,Trump
"Dewey, oklahoma",4914,2.2,4.8,24860,84.1,19.5,Trump
"Ellis, oklahoma",4150,0,3.4,27183,87.9,23.9,Trump
"Garfield, oklahoma",63091,4.1,57.2,24177,77.8,21.7,Trump
"Garvin, oklahoma",27561,-0.1,34.4,21285,77.3,15.4,Trump
"Grady, oklahoma",53854,2.7,47.6,23500,82.5,16.8,Trump
"Grant, oklahoma",4501,-0.6,4.5,27469,90,22.1,Trump
"Greer, oklahoma",6151,-1.4,9.8,17969,76.8,14.4,Trump
"Harmon, oklahoma",2798,-4.2,5.4,18582,60.7,17.8,Trump
"Harper, oklahoma",3812,3.4,3.5,22675,78.1,16.1,Trump
"Haskell, oklahoma",12896,1,22.1,18896,72.1,11.4,Trump
"Hughes, oklahoma",13806,-1.4,17.4,18268,65.1,10.9,Trump
"Jackson, oklahoma",25998,-1.7,32.9,22925,64.3,20.1,Trump
"Jefferson, oklahoma",6292,-2.8,8.5,19042,79.6,11.2,Trump
"Johnston, oklahoma",11103,1.3,17,19967,71.4,17.7,Trump
"Kay, oklahoma",45478,-2.3,50.6,22207,76.2,19.5,Trump
"Kingfisher, oklahoma",15532,3.3,16.7,25773,78.1,18.2,Trump
"Kiowa, oklahoma",9336,-1.2,9.3,23576,75.6,17.2,Trump
"Latimer, oklahoma",10693,-4.1,15.4,22603,67.7,13.8,Trump
"Le Flore, oklahoma",49761,-1.2,31.7,18141,72.5,12.9,Trump
"Lincoln, oklahoma",34619,1,36,21888,83.6,12.5,Trump
"Logan, oklahoma",45276,8.2,56.3,25620,77.8,24.5,Trump
"Love, oklahoma",9773,3.7,18.3,19910,72.9,14.4,Trump
"Major, oklahoma",7750,3,7.9,27168,85.6,16.6,Trump
"Marshall, oklahoma",16182,2.2,42.7,19583,67.4,14.4,Trump
"Mayes, oklahoma",40816,-1.1,63,20585,65.9,15.3,Trump
"McClain, oklahoma",37313,8.1,60.5,25293,79.8,20.4,Trump
"McCurtain, oklahoma",33050,-0.3,17.9,17615,64.3,13.9,Trump
"McIntosh, oklahoma",20088,-0.8,32.7,19100,69.1,13,Trump
"Murray, oklahoma",13803,2.3,32.4,21870,74.2,19,Trump
"Muskogee, oklahoma",69966,-1.4,87.6,19868,57.5,17.9,Trump
"Noble, oklahoma",11494,-0.6,15.8,21947,82.5,21.5,Trump
"Nowata, oklahoma",10524,-0.1,18.6,19256,67.2,13.8,Trump
"Okfuskee, oklahoma",12186,0,19.7,16528,62.1,11.1,Trump
"Oklahoma, oklahoma",766215,6.6,1013.8,26561,58.2,29.6,Trump
"Okmulgee, oklahoma",39095,-2.4,57.5,19753,63.6,13.9,Trump
"Osage, oklahoma",47981,1.1,21.1,22353,64.1,16.1,Trump
"Ottawa, oklahoma",32105,0.8,67.6,18331,66.5,13.9,Trump
"Pawnee, oklahoma",16401,-1.1,29.2,21220,78.1,17,Trump
"Payne, oklahoma",80264,3.8,113,20868,78.1,35.9,Trump
"Pittsburg, oklahoma",44626,-2.6,35.1,21966,70.5,15.3,Trump
"Pontotoc, oklahoma",38005,1.4,52,22381,67.9,28,Trump
"Pottawatomie, oklahoma",71811,3.4,88.2,20937,73.6,17.6,Trump
"Pushmataha, oklahoma",11125,-3.9,8.3,18542,72.9,11.6,Trump
"Roger Mills, oklahoma",3761,3.1,3.2,27326,85.3,19.7,Trump
"Rogers, oklahoma",89815,3.3,128.6,27365,73.1,23,Trump
"Seminole, oklahoma",25421,-0.2,40.3,18321,65.8,14.1,Trump
"Sequoyah, oklahoma",41358,-2.5,63,18131,64.6,13.3,Trump
"Stephens, oklahoma",44493,-1.2,51.8,23038,81.4,17.4,Trump
"Texas, oklahoma",21853,5.9,10.1,22064,47.4,18.8,Trump
"Tillman, oklahoma",7628,-4.6,9.2,18035,61.7,16,Trump
"Tulsa, oklahoma",629598,4.3,1058.1,27676,64.3,29.7,Trump
"Wagoner, oklahoma",75702,3.6,130.1,24874,72.7,21.6,Trump
"Washington, oklahoma",51937,1.9,122.7,27053,74.4,25.2,Trump
"Washita, oklahoma",11547,-0.7,11.6,23811,84.1,18,Trump
"Woods, oklahoma",9288,4.6,6.9,26022,85.1,27.1,Trump
"Woodward, oklahoma",21529,7.2,16.2,24922,81,17.8,Trump
"Benton, oregon",86316,0.9,126.6,26738,82.4,50,Clinton
"Clackamas, oregon",394972,5,201,32781,83.6,31.8,Clinton
"Clatsop, oregon",37474,1.2,44.7,25680,86.5,23.2,Clinton
"Columbia, oregon",49459,0.2,75.1,26271,89.4,18.1,Trump
"Coos, oregon",62475,-0.9,39.5,22239,86.2,18,Trump
"Crook, oregon",20998,0.1,7,20883,88.8,14.5,Trump
"Curry, oregon",22335,-0.1,13.7,23972,87.5,20.7,Trump
"Deschutes, oregon",170388,8,52.3,27524,88.1,31,Trump
"Douglas, oregon",106972,-0.6,21.4,21870,88.9,16.1,Trump
"Gilliam, oregon",1932,3.3,1.6,25320,89.7,14.7,Trump
"Grant, oregon",7180,-3.6,1.6,23828,92.2,20.5,Trump
"Harney, oregon",7126,-4,0.7,20865,88.2,15.6,Trump
"Hood River, oregon",22885,2.4,42.8,25181,65,30.5,Clinton
"Jackson, oregon",210287,3.5,73,24378,82.5,24.8,Trump
"Jefferson, oregon",22192,2.2,12.2,21593,60.2,17.3,Trump
"Josephine, oregon",83599,1.1,50.4,21791,87.9,17,Trump
"Klamath, oregon",65455,-1.4,11.2,21489,79.8,19.7,Trump
"Lake, oregon",7838,-0.7,1,22056,85.9,18.6,Trump
"Lane, oregon",358337,1.9,77.2,24224,83.6,27.7,Clinton
"Lincoln, oregon",46406,0.8,47,25194,83.6,24.4,Clinton
"Linn, oregon",119356,2.3,50.9,21500,86.4,16.9,Trump
"Malheur, oregon",30359,-3,3.2,16352,62.1,13.1,Trump
"Marion, oregon",326110,3.4,266.7,22001,67.5,21.2,Trump
"Morrow, oregon",11187,0.1,5.5,20663,61.8,9.7,Trump
"Multnomah, oregon",776712,5.6,1704.9,30475,71.7,39.9,Clinton
"Polk, oregon",77916,3.3,101.8,24426,79.6,29,Trump
"Sherman, oregon",1710,-3.1,2.1,24314,89.9,16.5,Trump
"Tillamook, oregon",25342,0.4,22.9,22452,85.5,20.7,Trump
"Umatilla, oregon",76705,1.1,23.6,20836,68,15.5,Trump
"Union, oregon",25691,-0.2,12.6,22684,89.7,22.5,Trump
"Wallowa, oregon",6820,-2.7,2.2,23131,93.8,24,Trump
"Wasco, oregon",25515,1.2,10.6,22844,76.1,20.1,Trump
"Washington, oregon",562998,6.3,731.4,31078,68.5,39.4,Clinton
"Wheeler, oregon",1375,-4.6,0.8,24575,89,16.8,Trump
"Yamhill, oregon",101758,2.6,138.6,24290,78.3,22.5,Trump
"Adams, pennsylvania",101714,0.3,195.5,27284,90,20.4,Trump
"Allegheny, pennsylvania",1231255,0.6,1675.6,31593,79.9,35.9,Clinton
"Armstrong, pennsylvania",67785,-1.7,105.5,23661,97.4,14.6,Trump
"Beaver, pennsylvania",169392,-0.7,392.3,26258,90.1,21.9,Trump
"Bedford, pennsylvania",48946,-1.7,49.2,22259,97.1,12.6,Trump
"Berks, pennsylvania",413691,0.5,480.4,26723,75,22.3,Trump
"Blair, pennsylvania",125955,-0.9,241.7,23875,95.2,18.4,Trump
"Bradford, pennsylvania",61784,-1.3,54.6,23667,96.2,17.1,Trump
"Bucks, pennsylvania",626685,0.2,1034.7,37466,85.8,35.8,Clinton
"Butler, pennsylvania",185943,1.1,233.1,30957,95.4,30.5,Trump
"Cambria, pennsylvania",137732,-4.1,208.7,22659,92.8,18.3,Trump
"Cameron, pennsylvania",4805,-5.5,12.8,22747,97.3,14.2,Trump
"Carbon, pennsylvania",64441,-1.2,171.1,24861,92.9,15.1,Trump
"Centre, pennsylvania",158742,3.1,138.7,25545,87.3,40.4,Clinton
"Chester, pennsylvania",512784,2.7,664.7,42210,81.1,48.5,Clinton
"Clarion, pennsylvania",38821,-2.9,66.6,21902,96.7,18.5,Trump
"Clearfield, pennsylvania",81191,-0.6,71.3,21273,93.5,13.5,Trump
"Clinton, pennsylvania",39745,1.3,44.2,21875,95.3,17,Trump
"Columbia, pennsylvania",67122,-0.3,139.3,23681,93.7,20.7,Trump
"Crawford, pennsylvania",87175,-1.8,87.7,21741,95.3,18.7,Trump
"Cumberland, pennsylvania",243762,3.5,431.6,31791,88,32.5,Trump
"Dauphin, pennsylvania",271453,1.3,510.6,29234,68.9,28.5,Clinton
"Delaware, pennsylvania",562960,0.8,3040.5,33179,69.4,35,Clinton
"Elk, pennsylvania",31194,-2.4,38.6,23738,97.7,14.9,Trump
"Erie, pennsylvania",278443,-0.8,351.1,24189,85.9,24.8,Trump
"Fayette, pennsylvania",134086,-1.8,172.8,20884,92.5,14,Trump
"Forest, pennsylvania",7518,-2.6,18.1,13646,74.8,7.8,Trump
"Franklin, pennsylvania",152892,2.2,193.7,25741,89.3,19.3,Trump
"Fulton, pennsylvania",14632,-1.4,33.9,23201,96.4,11.8,Trump
"Greene, pennsylvania",37843,-2.2,67.2,21819,93.9,15.5,Trump
"Huntingdon, pennsylvania",45750,-0.6,52.5,20739,91.3,13.5,Trump
"Indiana, pennsylvania",87706,-1.3,107.5,22933,94,21.9,Trump
"Jefferson, pennsylvania",44638,-1.2,69.3,21300,97.6,13.2,Trump
"Juniata, pennsylvania",24796,0.6,63,21628,95.3,11.8,Trump
"Lackawanna, pennsylvania",212719,-0.8,467.1,25594,88.2,25.7,Clinton
"Lancaster, pennsylvania",533320,2.7,550.4,26496,83.6,24.2,Trump
"Lawrence, pennsylvania",88771,-2.6,254.4,22906,92.7,19.6,Trump
"Lebanon, pennsylvania",136359,2.1,369.1,27074,85,19.4,Trump
"Lehigh, pennsylvania",357823,2.3,1012.5,27923,69.1,28.1,Clinton
"Luzerne, pennsylvania",318829,-0.7,360.4,24793,85.9,21,Trump
"Lycoming, pennsylvania",116508,0.3,94.5,22987,91.3,18.8,Trump
"McKean, pennsylvania",42554,-2.1,44.4,22426,93.7,15.1,Trump
"Mercer, pennsylvania",114884,-1.5,173.4,22831,90.8,20.5,Trump
"Mifflin, pennsylvania",46552,-0.3,113.6,20794,96.6,11.5,Trump
"Monroe, pennsylvania",166314,-2.1,279.2,25494,68.9,23.8,Clinton
"Montgomery, pennsylvania",816857,2.1,1655.9,41472,77.7,45.5,Clinton
"Montour, pennsylvania",18641,2,140.3,29600,92.8,26.8,Trump
"Northampton, pennsylvania",300654,1,805.4,29266,79.1,26.6,Trump
"Northumberland, pennsylvania",93944,-0.6,206.2,22478,93.4,14,Trump
"Perry, pennsylvania",45634,-0.7,83.4,26048,96.1,15.5,Trump
"Philadelphia, pennsylvania",1560297,2.2,11379.5,22279,36.3,23.9,Clinton
"Pike, pennsylvania",56191,-2,105.3,27691,82,22.5,Trump
"Potter, pennsylvania",17206,-1.4,16.1,22564,97.1,14.6,Trump
"Schuylkill, pennsylvania",145797,-1.7,190.4,23021,92.2,14.3,Trump
"Snyder, pennsylvania",40323,1.6,120.8,23088,95.6,16.7,Trump
"Somerset, pennsylvania",76218,-2,72.4,22192,95.1,14.5,Trump
"Sullivan, pennsylvania",6339,-1.4,14.3,22923,94,14,Trump
"Susquehanna, pennsylvania",41920,-3.3,52.7,24477,96.6,16.5,Trump
"Tioga, pennsylvania",42274,0.7,37,22621,96.2,19.1,Trump
"Union, pennsylvania",44874,-0.2,142.2,22259,84.6,21.2,Trump
"Venango, pennsylvania",53529,-2.6,81.5,22060,96,15.4,Trump
"Warren, pennsylvania",40703,-2.7,47.3,24179,97.2,17.9,Trump
"Washington, pennsylvania",208187,0.2,242.5,28433,93,25.6,Trump
"Wayne, pennsylvania",51401,-2.7,72.8,24005,91.2,19.2,Trump
"Westmoreland, pennsylvania",359320,-1.6,355.4,28051,94.4,25.3,Trump
"Wyoming, pennsylvania",28131,-0.5,71.2,24195,95.8,17.4,Trump
"York, pennsylvania",440755,1.3,481.1,28132,85.2,22,Trump
"Bristol, rhode-island",49060,-1.6,2064,38893,93.6,43.7,Clinton
"Kent, rhode-island",165128,-0.6,985.9,33814,90.4,30,Trump
"Newport, rhode-island",82358,-0.9,809.6,40293,87,44.7,Clinton
"Providence, rhode-island",631974,0.8,1530.3,26308,65.1,26.4,Clinton
"Washington, rhode-island",126653,-0.3,385.7,37023,91.7,43.5,Clinton
"Abbeville, south-carolina",24965,-1.8,51.8,18134,68.9,12.2,Trump
"Aiken, south-carolina",164753,2.9,149.5,24769,67.2,24,Trump
"Allendale, south-carolina",9695,-6.9,25.5,13334,23.5,15,Clinton
"Anderson, south-carolina",192810,3,261.6,22081,77.9,19.3,Trump
"Bamberg, south-carolina",15182,-5,40.6,18902,35.6,17.5,Clinton
"Barnwell, south-carolina",21959,-2.9,41.2,18862,51.5,11.2,Trump
"Beaufort, south-carolina",175852,8.4,281.5,32503,66.9,37.6,Trump
"Berkeley, south-carolina",198205,11.4,161.8,24165,64.2,21.3,Trump
"Calhoun, south-carolina",14878,-2,39.8,23023,53.3,16.9,Trump
"Charleston, south-carolina",381015,8.8,382.3,30158,63.1,39.4,Clinton
"Cherokee, south-carolina",56024,1,140.9,18240,73.4,14.3,Trump
"Chester, south-carolina",32337,-2.4,57.1,18098,59,12.4,Trump
"Chesterfield, south-carolina",46125,-1.3,58.5,17140,61.6,12.6,Trump
"Clarendon, south-carolina",34113,-2.4,57.6,17665,47.2,13,Clinton
"Colleton, south-carolina",37771,-2.9,36.8,18769,56.4,14.7,Trump
"Darlington, south-carolina",67799,-1.3,122.4,20105,55.4,17,Trump
"Dillon, south-carolina",31127,-2.9,79.2,14988,47.1,8.2,Clinton
"Dorchester, south-carolina",148469,8.7,238.2,24495,65,24.5,Trump
"Edgefield, south-carolina",26553,-1.6,53.9,20753,56.4,17.2,Trump
"Fairfield, south-carolina",22976,-4.1,34.9,20257,37.9,15.5,Clinton
"Florence, south-carolina",139231,1.7,171.1,22432,53.2,21.3,Trump
"Georgetown, south-carolina",60773,1,73.9,24437,62.9,22.7,Trump
"Greenville, south-carolina",482752,7,574.7,26643,69.5,31.2,Trump
"Greenwood, south-carolina",69520,-0.2,153.2,21053,60.5,22.1,Trump
"Hampton, south-carolina",20405,-3.2,37.7,19332,41.4,11.4,Clinton
"Horry, south-carolina",298832,11,237.5,24002,77.2,22.7,Trump
"Jasper, south-carolina",27170,9.7,37.8,17350,39.6,12.5,Clinton
"Kershaw, south-carolina",63161,2.6,84.9,22638,69,19.3,Trump
"Lancaster, south-carolina",83160,8.5,139.6,21003,70.2,18.7,Trump
"Laurens, south-carolina",66533,0,93.2,19153,68.4,14.5,Trump
"Lee, south-carolina",18343,-4.6,46.9,14740,33.6,9.1,Clinton
"Lexington, south-carolina",277888,5.9,375.4,26886,76.1,28.7,Trump
"Marion, south-carolina",31933,-3.4,67.6,16531,39.4,13.6,Clinton
"Marlboro, south-carolina",27924,-3.5,60.3,14577,39.8,8.7,Clinton
"McCormick, south-carolina",9846,-3.8,28.5,22150,48.4,18.2,Trump
"Newberry, south-carolina",37783,0.7,59.5,21591,60.2,18.9,Trump
"Oconee, south-carolina",75192,1.2,118.6,23904,85.2,21.7,Trump
"Orangeburg, south-carolina",90090,-2.6,83.6,17687,33.6,18.6,Clinton
"Pickens, south-carolina",120368,1,240.2,21182,86.6,23,Trump
"Richland, south-carolina",401566,4.4,507.9,25763,44.4,36.1,Clinton
"Saluda, south-carolina",20026,0.8,43.9,19725,58,12.4,Trump
"Spartanburg, south-carolina",293542,3.2,351.9,21889,69.3,21.3,Trump
"Sumter, south-carolina",107919,0.4,161.6,20340,46.5,19.2,Clinton
"Union, south-carolina",27876,-3.8,56.3,19037,65.7,12.9,Trump
"Williamsburg, south-carolina",32695,-5,36.8,14845,31.2,12.2,Clinton
"York, south-carolina",245346,8.5,332.2,26553,71.9,28.5,Trump
"Aurora, south-dakota",2745,1.3,3.8,23504,92.2,16.7,Trump
"Beadle, south-dakota",18169,4.4,13.8,24025,81.7,18.6,Trump
"Bennett, south-dakota",3430,0,2.9,16275,32.9,15.9,Trump
"Bon Homme, south-dakota",7023,-0.6,12.5,20941,88,17.9,Trump
"Brookings, south-dakota",33314,4.2,40.3,23105,91.1,40.2,Trump
"Brown, south-dakota",38408,5.1,21.3,27138,90.1,26.9,Trump
"Brule, south-dakota",5309,1,6.4,21928,85.3,22.3,Trump
"Buffalo, south-dakota",2077,8.6,4.1,11405,17.7,9.1,Clinton
"Butte, south-dakota",10298,1.9,4.5,21744,91.6,16.9,Trump
"Campbell, south-dakota",1386,-5.5,2,24152,96.9,16.5,Trump
"Charles Mix, south-dakota",9287,1.7,8.3,19030,63.6,16.6,Trump
"Clark, south-dakota",3645,-1.2,3.9,27878,96.1,18.7,Trump
"Clay, south-dakota",13932,0.5,33.6,20595,88.8,41.6,Clinton
"Codington, south-dakota",27938,2.6,39.5,25582,93.5,21.9,Trump
"Corson, south-dakota",4182,3.3,1.6,14262,30.8,13.8,Trump
"Custer, south-dakota",8445,2.8,5.3,28356,90.7,27.7,Trump
"Davison, south-dakota",19885,2,44.8,24597,92.4,26.1,Trump
"Day, south-dakota",5588,-2.1,5.6,23126,87.1,16.4,Trump
"Deuel, south-dakota",4312,-1.2,7,27525,94.7,20.1,Trump
"Dewey, south-dakota",5662,6.8,2.3,15558,22.4,14.8,Clinton
"Douglas, south-dakota",2973,-1,7,28323,94.9,16.7,Trump
"Edmunds, south-dakota",3983,-2.2,3.6,25775,96.2,22.2,Trump
"Fall River, south-dakota",6845,-3.5,4.1,23624,85.7,22.4,Trump
